CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_NUMBER,Not Available,"1",10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_OBS_RATE,Not Available,"1",10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_RS_RATE,Not Available,"1",10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_RS_RATE_2_5,Not Available,"1",10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_RS_RATE _97_5,Not Available,"1",10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_005_01_DTC_COMP_PERF,Not Available,"1",10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018
160013,"TRINITY MUSCATINE","1518 MULBERRY AVENUE",,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,07,S_006_01_MSPB_SCORE,Not Available,"1",10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_013_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_013_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_013_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_OBS_READM,2,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_VOLUME,65,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_OBS,3.08,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_RSRR,6.84,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_RSRR_2_5,5.13,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_RSRR_97_5,9.05,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_NUMBER,56,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_VOLUME,69,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_OBS_RATE,81.16,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_RS_RATE,78.89,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_RS_RATE_2_5,69.17,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_RS_RATE _97_5,86.14,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_006_01_MSPB_NUMB,111,,10/01/2016,09/30/2018
160032,"MERCYONE NEWTON MEDICAL CENTER","204 N 4TH AVE E",,NEWTON,IA,50208,JASPER,(641) 792-1273,07,S_006_01_MSPB_SCORE,0.54,,10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_013_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_013_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_013_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_OBS_READM,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_OBS,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_RSRR,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_RSRR_2_5,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_RSRR_97_5,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_004_01_PPR_PD_COMP_PERF,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_NUMBER,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_OBS_RATE,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_RS_RATE,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_RS_RATE_2_5,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_RS_RATE _97_5,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_005_01_DTC_COMP_PERF,Not Available,"1",10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018
160040,"MERCYONE CEDAR FALLS MEDICAL CENTER","515 COLLEGE STREET",,CEDAR FALLS,IA,50613,BLACK HAWK,(319) 268-3000,07,S_006_01_MSPB_SCORE,Not Available,"1",10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_002_01_NUMERATOR,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_002_01_DENOMINATOR,2,"13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_002_01_OBS_RATE,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_002_01_ADJ_RATE,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_001_01_NUMERATOR,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_001_01_DENOMINATOR,2,"13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_001_01_OBS_RATE,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_013_01_NUMERATOR,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_013_01_DENOMINATOR,2,"13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_013_01_OBS_RATE,Not Available,"9,13",10/01/2018,09/30/2019
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_OBS_READM,2,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_VOLUME,56,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_OBS,3.57,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_RSRR,6.99,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_RSRR_2_5,5.17,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_RSRR_97_5,9.20,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_NUMBER,47,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_VOLUME,76,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_OBS_RATE,61.84,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_RS_RATE,62.70,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_RS_RATE_2_5,52.80,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_RS_RATE _97_5,72.38,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_006_01_MSPB_NUMB,73,,10/01/2016,09/30/2018
160112,"SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST",,SPENCER,IA,51301,CLAY,(712) 264-8300,07,S_006_01_MSPB_SCORE,0.67,,10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_013_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_013_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_013_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_OBS_READM,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_VOLUME,8,,10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_OBS,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_RSRR,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_RSRR_2_5,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_RSRR_97_5,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_004_01_PPR_PD_COMP_PERF,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_NUMBER,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_VOLUME,8,,10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_OBS_RATE,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_RS_RATE,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_RS_RATE_2_5,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_RS_RATE _97_5,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_005_01_DTC_COMP_PERF,Not Available,"9",10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_006_01_MSPB_NUMB,12,,10/01/2016,09/30/2018
160122,"FORT MADISON COMMUNITY HOSPITAL","5445 AVE O",,FORT MADISON,IA,52627,LEE,(319) 372-6530,07,S_006_01_MSPB_SCORE,Not Available,"9",10/01/2016,09/30/2018
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_002_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_002_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_002_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_002_01_ADJ_RATE,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_001_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_001_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_001_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_013_01_NUMERATOR,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_013_01_DENOMINATOR,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_013_01_OBS_RATE,Not Available,"10",10/01/2018,09/30/2019
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_004_01_PPR_PD_OBS_READM,0,,10/01/2016,09/30/2018
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_004_01_PPR_PD_VOLUME,26,,10/01/2016,09/30/2018
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_004_01_PPR_PD_OBS,0.00,,10/01/2016,09/30/2018
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_004_01_PPR_PD_RSRR,7.09,,10/01/2016,09/30/2018
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_004_01_PPR_PD_RSRR_2_5,5.16,,10/01/2016,09/30/2018
160124,"LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71",,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,07,S_004_01_PPR_PD_RSRR_97_5,9.54,,10/01/2016,09/30/2018
